title,pubDate,guid,link,description
"Zimbabwe by-elections: New party, same fears of dirty tricks","Thu, 24 Mar 2022 00:06:24 GMT",https://www.bbc.co.uk/news/world-africa-60848482,https://www.bbc.co.uk/news/world-africa-60848482?at_medium=RSS&at_campaign=KARANGA,A host of by-elections present a key test for the new opposition and the country's democratic credentials.
Refugees: 'Rebuilding our life after home was bombed',"Thu, 24 Mar 2022 06:01:11 GMT",https://www.bbc.co.uk/news/uk-wales-60820974,https://www.bbc.co.uk/news/uk-wales-60820974?at_medium=RSS&at_campaign=KARANGA,The family house was destroyed and they lived in a tent but now they've settled in rural Wales.
Covid-19 in the UK: How many coronavirus cases are there in my area?,"Wed, 23 Mar 2022 17:54:44 GMT",https://www.bbc.co.uk/news/uk-51768274,https://www.bbc.co.uk/news/uk-51768274?at_medium=RSS&at_campaign=KARANGA,Explore the data on coronavirus in the UK and find out how many cases there are in your area.
England crush Pakistan at World Cup to move towards semis,"Thu, 24 Mar 2022 05:57:07 GMT",https://www.bbc.co.uk/sport/cricket/60844501,https://www.bbc.co.uk/sport/cricket/60844501?at_medium=RSS&at_campaign=KARANGA,Impressive England sweep aside Pakistan to move closer to a place in the semi-finals of the Women's World Cup.
Eidevall '100% sure' Arsenal will advance after first-leg draw,"Wed, 23 Mar 2022 23:31:08 GMT",https://www.bbc.co.uk/sport/football/60855875,https://www.bbc.co.uk/sport/football/60855875?at_medium=RSS&at_campaign=KARANGA,"Arsenal boss Jonas Eidevall says he is ""100% sure"" his team will progress into the semi-finals of the Women's Champions League."
Chelsea: Club allowed to sell tickets after government alters licence,"Wed, 23 Mar 2022 21:27:21 GMT",https://www.bbc.co.uk/sport/football/60853090,https://www.bbc.co.uk/sport/football/60853090?at_medium=RSS&at_campaign=KARANGA,Chelsea are allowed to sell tickets to some games again after the UK government altered the club's licence.
Ashleigh Barty retires: Her time at the top was too short for tennis - but not for her,"Wed, 23 Mar 2022 15:54:43 GMT",https://www.bbc.co.uk/sport/tennis/60853082,https://www.bbc.co.uk/sport/tennis/60853082?at_medium=RSS&at_campaign=KARANGA,BBC tennis correspondent Russell Fuller looks at the world number one's shock decision to retire.
England captain Kane keen to 'shine a light' on Qatar issues,"Wed, 23 Mar 2022 19:32:37 GMT",https://www.bbc.co.uk/sport/football/60852693,https://www.bbc.co.uk/sport/football/60852693?at_medium=RSS&at_campaign=KARANGA,"England captain Harry Kane says he wants to ""shine a light"" on issues around Qatar, where the 2022 World Cup will be held."
"World Cup 'hurt' driving Wales for play-offs, says Bale","Wed, 23 Mar 2022 18:49:36 GMT",https://www.bbc.co.uk/sport/football/60775091,https://www.bbc.co.uk/sport/football/60775091?at_medium=RSS&at_campaign=KARANGA,"Wales will use the ""hurt"" of previous near misses as inspiration for Thursday's World Cup play-off semi-final against Austria, says captain Gareth Bale."
Ukraine war: Destruction of cities shown from above,"Thu, 24 Mar 2022 00:06:23 GMT",https://www.bbc.co.uk/news/world-europe-60854503,https://www.bbc.co.uk/news/world-europe-60854503?at_medium=RSS&at_campaign=KARANGA,"In the month since Russia's military invaded, it has laid waste to cities across Ukraine."
Zelensky: How Ukraine's president uses addresses to set his agenda,"Thu, 24 Mar 2022 00:18:27 GMT",https://www.bbc.co.uk/news/world-europe-60855280,https://www.bbc.co.uk/news/world-europe-60855280?at_medium=RSS&at_campaign=KARANGA,In 10 parliaments over two weeks Ukraine's leader has used shame and national trauma to set a global agenda.
The Ukrainian refugee who loves to laugh at school in Poland,"Thu, 24 Mar 2022 00:09:35 GMT",https://www.bbc.co.uk/news/world-europe-60854502,https://www.bbc.co.uk/news/world-europe-60854502?at_medium=RSS&at_campaign=KARANGA,"Ten-year-old Yana started school in Poland three weeks ago, after fleeing the war in Ukraine."
What sanctions are being imposed on Russia over Ukraine invasion?,"Wed, 23 Mar 2022 11:16:56 GMT",https://www.bbc.co.uk/news/world-europe-60125659,https://www.bbc.co.uk/news/world-europe-60125659?at_medium=RSS&at_campaign=KARANGA,Western nations have imposed severe sanctions on Russia over its invasion of Ukraine.
A Kremlin adviser resigns and Ukrainian territory regained - Ukraine's latest war round-up,"Wed, 23 Mar 2022 21:30:51 GMT",https://www.bbc.co.uk/news/world-europe-60853547,https://www.bbc.co.uk/news/world-europe-60853547?at_medium=RSS&at_campaign=KARANGA,"Ukrainian forces are pushing back Russia's advances to Kyiv's west, as a Kremlin adviser resigns."
Ukraine's recruits swap spreadsheets for sniper rifles to defend Kyiv,"Tue, 22 Mar 2022 14:59:34 GMT",https://www.bbc.co.uk/news/world-europe-60831988,https://www.bbc.co.uk/news/world-europe-60831988?at_medium=RSS&at_campaign=KARANGA,"Preparing to defend Kyiv, Ukraine's new recruits must learn a new way of life - how to fight."
How many Ukrainians have fled their homes and where have they gone?,"Wed, 23 Mar 2022 15:36:16 GMT",https://www.bbc.co.uk/news/world-60555472,https://www.bbc.co.uk/news/world-60555472?at_medium=RSS&at_campaign=KARANGA,The UN says 10 million people have now fled their homes since the Russian invasion of Ukraine.
UK Covid infections climb by a million in a week,"Fri, 25 Mar 2022 12:39:21 GMT",https://www.bbc.co.uk/news/health-60872687,https://www.bbc.co.uk/news/health-60872687?at_medium=RSS&at_campaign=KARANGA,"About 4.3 million people - or one in every 16 - are thought to have the virus, compared to 3.3 million the week before."
PM backs calls for P&O Ferries boss Peter Hebblethwaite to resign,"Fri, 25 Mar 2022 15:40:04 GMT",https://www.bbc.co.uk/news/business-60872294,https://www.bbc.co.uk/news/business-60872294?at_medium=RSS&at_campaign=KARANGA,Boris Johnson backs Grant Shapps' call for Peter Hebblethwaite to quit after not consulting on sackings.
War in Ukraine: Estimated 300 dead in Mariupol theatre strike,"Fri, 25 Mar 2022 14:34:28 GMT",https://www.bbc.co.uk/news/world-europe-60873435,https://www.bbc.co.uk/news/world-europe-60873435?at_medium=RSS&at_campaign=KARANGA,The Mariupol attack reportedly caused the worst known loss of life in one strike since the invasion began.
Ukraine war: JK Rowling hits back at Putin's 'cancel culture' comment,"Fri, 25 Mar 2022 16:15:41 GMT",https://www.bbc.co.uk/news/world-europe-60878133,https://www.bbc.co.uk/news/world-europe-60878133?at_medium=RSS&at_campaign=KARANGA,"Mr Putin referenced the Harry Potter author during a speech condemning ""cancel culture"" in the West."
Kyrell Matthews: Mum and partner jailed for killing toddler son,"Fri, 25 Mar 2022 16:24:11 GMT",https://www.bbc.co.uk/news/uk-england-london-60866968,https://www.bbc.co.uk/news/uk-england-london-60866968?at_medium=RSS&at_campaign=KARANGA,"Kyrell Matthews suffered weeks of abuse before he died, much of it caught on harrowing recordings."
"David Amess killing: Ali Harbi Ali told police 'I done it, I killed an MP'","Fri, 25 Mar 2022 15:43:14 GMT",https://www.bbc.co.uk/news/uk-england-essex-60873662,https://www.bbc.co.uk/news/uk-england-essex-60873662?at_medium=RSS&at_campaign=KARANGA,The Old Bailey hears the man accused of killing Sir David Amess told police it was a terrorist attack.
EU signs US gas deal to curb reliance on Russia,"Fri, 25 Mar 2022 15:30:22 GMT",https://www.bbc.co.uk/news/business-60871601,https://www.bbc.co.uk/news/business-60871601?at_medium=RSS&at_campaign=KARANGA,The liquefied natural gas deal with US is part of EU attempts to reduce reliance on Russian energy.
"Ukraine: Nato will respond if Russia uses chemical weapons, warns Biden","Fri, 25 Mar 2022 05:23:43 GMT",https://www.bbc.co.uk/news/world-europe-60870771,https://www.bbc.co.uk/news/world-europe-60870771?at_medium=RSS&at_campaign=KARANGA,The US president made the comments during an unprecedented day of emergency summits in Brussels.
Manchester Arena attack: Mum wants right to register son’s death,"Fri, 25 Mar 2022 06:34:41 GMT",https://www.bbc.co.uk/news/uk-england-tyne-60859817,https://www.bbc.co.uk/news/uk-england-tyne-60859817?at_medium=RSS&at_campaign=KARANGA,"Caroline Curry called on the home secretary to ""look in her heart"" and change an ""antiquated"" law."
Bute Park: Three jailed for doctor's homophobic murder,"Fri, 25 Mar 2022 16:56:07 GMT",https://www.bbc.co.uk/news/uk-wales-60862833,https://www.bbc.co.uk/news/uk-wales-60862833?at_medium=RSS&at_campaign=KARANGA,"Dr Gary Jenkins, 54, died 16 days after he was attacked in Cardiff's Bute Park on 20 July 2021."
Crimean-Congo haemorrhagic fever case found in UK,"Fri, 25 Mar 2022 10:33:43 GMT",https://www.bbc.co.uk/news/health-60872683,https://www.bbc.co.uk/news/health-60872683?at_medium=RSS&at_campaign=KARANGA,A woman had recently travelled to Central Asia where the tick bite viral disease is endemic.
Simon Coveney's visit to Belfast interrupted by security alert,"Fri, 25 Mar 2022 16:49:07 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-60875251,https://www.bbc.co.uk/news/uk-northern-ireland-60875251?at_medium=RSS&at_campaign=KARANGA,"A van was reportedly hijacked and driven to the venue, and a controlled explosion has since been carried out."
Ukraine war: A dangerous escape on the 'Rescue Express',"Fri, 25 Mar 2022 06:00:04 GMT",https://www.bbc.co.uk/news/world-europe-60866389,https://www.bbc.co.uk/news/world-europe-60866389?at_medium=RSS&at_campaign=KARANGA,A risky night-time race to safety lies ahead for exhausted families fleeing Kyiv each day.
Ukraine War: Civilians abducted as Russia tries to assert control,"Fri, 25 Mar 2022 07:29:57 GMT",https://www.bbc.co.uk/news/world-europe-60858363,https://www.bbc.co.uk/news/world-europe-60858363?at_medium=RSS&at_campaign=KARANGA,"The UN has documented almost 40 cases of politicians, journalists and activists being abducted."
Ukraine war: The priest shot at a checkpoint,"Fri, 25 Mar 2022 00:12:45 GMT",https://www.bbc.co.uk/news/world-europe-60778909,https://www.bbc.co.uk/news/world-europe-60778909?at_medium=RSS&at_campaign=KARANGA,The shooting of a Ukrainian priest by Russian soldiers is being logged as a suspected war crime.
Defiant Ukrainian troops tell Russians: 'Go home while you're still alive',"Thu, 24 Mar 2022 13:39:59 GMT",https://www.bbc.co.uk/news/world-europe-60860548,https://www.bbc.co.uk/news/world-europe-60860548?at_medium=RSS&at_campaign=KARANGA,Quentin Sommerville and cameraman Darren Conway have spent time with two fighters since the very start.
War in Ukraine: What Ukraine is getting right,"Thu, 24 Mar 2022 18:11:02 GMT",https://www.bbc.co.uk/news/uk-60867202,https://www.bbc.co.uk/news/uk-60867202?at_medium=RSS&at_campaign=KARANGA,The BBC's Frank Gardner looks at four themes that have defined Ukraine's reaction to Russia's invasion.
"Ukraine war: Return to Irpin, the town destroyed in the battle for Kyiv","Fri, 25 Mar 2022 00:53:01 GMT",https://www.bbc.co.uk/news/world-europe-60867789,https://www.bbc.co.uk/news/world-europe-60867789?at_medium=RSS&at_campaign=KARANGA,"The BBC's Jeremy Bowen returns to Irpin, where Ukrainian forces say they're pushing back Russians."
Ukraine-Russia: The 76-year-old artist taking on Putin,"Thu, 24 Mar 2022 17:06:58 GMT",https://www.bbc.co.uk/news/world-europe-60866283,https://www.bbc.co.uk/news/world-europe-60866283?at_medium=RSS&at_campaign=KARANGA,"""What's happening is a disgrace,"" says Elena, who was carried away by police for anti-war protests."
Ukraine daily roundup: World leaders show united front at major summits,"Thu, 24 Mar 2022 22:31:14 GMT",https://www.bbc.co.uk/news/world-europe-60865088,https://www.bbc.co.uk/news/world-europe-60865088?at_medium=RSS&at_campaign=KARANGA,"It was a busy day of international diplomacy on Thursday, with several emergency summits taking place."
'Shame on you': How President Zelensky uses speeches to get what he needs,"Thu, 24 Mar 2022 00:18:27 GMT",https://www.bbc.co.uk/news/world-europe-60855280,https://www.bbc.co.uk/news/world-europe-60855280?at_medium=RSS&at_campaign=KARANGA,In 10 parliaments over two weeks Ukraine's leader has used shame and national trauma to set a global agenda.
What sanctions are being imposed on Russia over Ukraine invasion?,"Thu, 24 Mar 2022 11:41:20 GMT",https://www.bbc.co.uk/news/world-europe-60125659,https://www.bbc.co.uk/news/world-europe-60125659?at_medium=RSS&at_campaign=KARANGA,Western nations have imposed severe sanctions on Russia over its invasion of Ukraine.
Ukraine war: Dnipro orphans find sanctuary in Scotland,"Thu, 24 Mar 2022 12:01:23 GMT",https://www.bbc.co.uk/news/uk-scotland-60850379,https://www.bbc.co.uk/news/uk-scotland-60850379?at_medium=RSS&at_campaign=KARANGA,"The children, who were evacuated from Dnipro, can stay in Scotland until it is safe to return home."
Queen's delight as teapot factory comes to her,"Thu, 24 Mar 2022 23:10:55 GMT",https://www.bbc.co.uk/news/uk-60869176,https://www.bbc.co.uk/news/uk-60869176?at_medium=RSS&at_campaign=KARANGA,She was originally meant to visit the Staffordshire firm - but it arranged to bring its wares to Windsor.
Bridgerton: Mixed responses from critics to second series,"Fri, 25 Mar 2022 12:14:18 GMT",https://www.bbc.co.uk/news/entertainment-arts-60872729,https://www.bbc.co.uk/news/entertainment-arts-60872729?at_medium=RSS&at_campaign=KARANGA,"The hit Netflix series is described as ""less fun"" with fewer sex scenes, but also ""more dynamic""."
Leeds teacher tackling poverty by giving 'every head a bed',"Fri, 25 Mar 2022 14:47:21 GMT",https://www.bbc.co.uk/news/uk-60877443,https://www.bbc.co.uk/news/uk-60877443?at_medium=RSS&at_campaign=KARANGA,Charities are calling on the government to do more to address the rising cost of living.
"Michael Bublé: Multi-Grammy winner on Bond themes, romantic gifts and new album","Fri, 25 Mar 2022 00:45:29 GMT",https://www.bbc.co.uk/news/entertainment-arts-60861539,https://www.bbc.co.uk/news/entertainment-arts-60861539?at_medium=RSS&at_campaign=KARANGA,"An egg poacher, a toaster and the washing up - just some ways Michael Bublé shows his romantic side."
"Ferrell should have had Oscar nomination for Elf, says Curtis","Fri, 25 Mar 2022 08:52:00 GMT",https://www.bbc.co.uk/news/entertainment-arts-60872722,https://www.bbc.co.uk/news/entertainment-arts-60872722?at_medium=RSS&at_campaign=KARANGA,Screenwriter and director Richard Curtis says awards voters often overlook comedy and its actors.
‘P&O Ferries weren’t just jobs - they were our homes’,"Fri, 25 Mar 2022 09:59:48 GMT",https://www.bbc.co.uk/news/business-60874133,https://www.bbc.co.uk/news/business-60874133?at_medium=RSS&at_campaign=KARANGA,"Former P&O employee John, who was made redundant suddenly, explains his anger with the operator."
Quiz of the week: What did gamers do for Ukraine?,"Thu, 24 Mar 2022 15:36:57 GMT",https://www.bbc.co.uk/news/world-60856173,https://www.bbc.co.uk/news/world-60856173?at_medium=RSS&at_campaign=KARANGA,How closely have you been paying attention to what's been going on during the past seven days?
The Papers: Biden's chemical weapon warning and 'Shame on' P&O,"Fri, 25 Mar 2022 04:38:24 GMT",https://www.bbc.co.uk/news/blogs-the-papers-60869621,https://www.bbc.co.uk/news/blogs-the-papers-60869621?at_medium=RSS&at_campaign=KARANGA,Rising tensions with Russia and criticism of a ferry firm boss are among a mix of stories in the papers.
"Australia floods: 'We're resilient, but how about helping us?'","Fri, 25 Mar 2022 00:47:02 GMT",https://www.bbc.co.uk/news/world-australia-60831476,https://www.bbc.co.uk/news/world-australia-60831476?at_medium=RSS&at_campaign=KARANGA,"Locals tell dramatic stories of survival and recovery, but accuse politicians of ignoring them."
Gordon Ramsay sends chef to help Biggleswade school canteen,"Thu, 24 Mar 2022 12:19:19 GMT",https://www.bbc.co.uk/news/uk-england-beds-bucks-herts-60860477,https://www.bbc.co.uk/news/uk-england-beds-bucks-herts-60860477?at_medium=RSS&at_campaign=KARANGA,Rob Roy Cameron served up school dinners after kitchen manager Tina Clarke made a plea on BBC Radio.
Netflix boss Scott Stuber says Oscar best picture win would be the dream,"Thu, 24 Mar 2022 12:51:16 GMT",https://www.bbc.co.uk/news/entertainment-arts-60848382,https://www.bbc.co.uk/news/entertainment-arts-60848382?at_medium=RSS&at_campaign=KARANGA,"Ahead of the ceremony, executive Scott Stuber says it would be ""terrible"" if Netflix killed cinema."
"Plans for giant, lit-up dome approved for Olympics site","Fri, 25 Mar 2022 15:42:02 GMT",https://www.bbc.co.uk/news/uk-england-london-60848732,https://www.bbc.co.uk/news/uk-england-london-60848732?at_medium=RSS&at_campaign=KARANGA,The controversial sphere will be covered in lights and become one of London's biggest music venues.
Is North America's Arctic vulnerable to Russia?,"Thu, 24 Mar 2022 23:25:55 GMT",https://www.bbc.co.uk/news/world-us-canada-60837944,https://www.bbc.co.uk/news/world-us-canada-60837944?at_medium=RSS&at_campaign=KARANGA,"As tensions with Russia rise, fears mount that North America's isolated Arctic may be vulnerable"
Ukraine war: The road to safety for Ukraine's cancer children,"Fri, 25 Mar 2022 09:10:04 GMT",https://www.bbc.co.uk/news/health-60821689,https://www.bbc.co.uk/news/health-60821689?at_medium=RSS&at_campaign=KARANGA,About 200 hospitals worldwide are offering safe cancer treatment for boys like Pavlo and Kyril.
